Year,NAME OF SUPPLIER,NAME OF PURCHASER,ENERGRY TRANSFERED (GWH)
1985,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,145.79
1985,Assam S.E.B.,Arunachal Pradesh,7.2
1985,Arunachal Pradesh,Assam S.E.B.,1.53
1985,Meghalaya S.E.B,Assam S.E.B.,235.48
1985,Nagaland,Assam S.E.B.,26.03
1985,Tripura,Assam S.E.B.,0.97
1985,Assam S.E.B.,Bhutan,0.92
1985,West Bengal S.E.B,Bhutan,32.59
1985,Damodar Valley Corp.,Bihar S. E. B.,1602.94
1985,Nepal & Gandak Project,Bihar S. E. B.,16.45
1985,Orissa S.E.B,Bihar S. E. B.,2.26
1985,Uttar Pradesh S.E.B,Bihar S. E. B.,272.62
1985,West Bengal S.E.B,Bihar S. E. B.,82.65
1985,Haryana S.E.B,Chandigarh,0.23
1985,Himachal Pradesh S.E.B.,Chandigarh,3.15
1985,Punjab S.E.B,Chandigarh,123.77
1985,Haryana S.E.B,Delhi Electricity Supply Undertaking,240.37
1985,J&K S.E.B.,Delhi Electricity Supply Undertaking,69.87
1985,Punjab S.E.B,Delhi Electricity Supply Undertaking,247.49
1985,Rajasthan S.E.B,Delhi Electricity Supply Undertaking,9.69
1985,Bihar S.E.B.,Damodar Valley Corp.,19.14
1985,F.C.I (BIHAR),Damodar Valley Corp.,8.61
1985,Uttar Pradesh S.E.B,Damodar Valley Corp.,11.53
1985,Gujarat S.E.B,Dadra & Nagar Haveli,19.45
1985,Durgapur Project Limited,Damodar Valley Corp.,229.3
1985,West Bengal S.E.B,Damodar Valley Corp.,11.49
1985,Damodar Valley Corp.,DISHERGARH E.S.CO/SEEB CO/CESC,837.38
1985,Damodar Valley Corp.,Durgapur Project Limited,58.32
1985,Gujarat S.E.B,"Goa, Daman & Diu",20.74
1985,Karnataka S.E.B.,"Goa, Daman & Diu",91.1
1985,Maharashtra  S.E.B,"Goa, Daman & Diu",189.41
1985,Maharashtra  S.E.B,Gujarat S.E.B,698.21
1985,Haryana S.E.B,Himachal Pradesh S. E. B.,3.3
1985,Rajasthan S.E.B,Haryana S.E.B.,1.59
1985,Chandigarh,Haryana S.E.B.,3.51
1985,Punjab S.E.B,Haryana S.E.B.,3.51
1985,Punjab S.E.B,Himachal Pradesh S.E.B,88.42
1985,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,13.36
1985,Punjab S.E.B,J&K S.E.B,7.81
1985,Kerala S.E.B.,Karnataka S.E.B.,216.44
1985,Maharashtra  S.E.B,Karnataka S.E.B.,1027.58
1985,Tamil Nadu S.E.B,Karnataka S.E.B.,92.81
1985,Karnataka S.E.B.,Kerala S.E.B.,111.06
1985,Tamil Nadu S.E.B,Kerala S.E.B.,125
1985,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,5.6
1985,Maharashtra  S.E.B,Madhya Pradesh S.E.B,8.25
1985,Rajasthan S.E.B,Madhya Pradesh S.E.B,0.88
1985,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,40.82
1985,Karnataka S.E.B.,Maharashtra  S.E.B,121.18
1985,Madhya Pradesh S.E.B,Maharashtra  S.E.B,4.03
1985,Assam S.E.B.,Manipur,1.57
1985,Nagaland,Manipur,0.4
1985,Assam S.E.B.,Mizoram,18.91
1985,Assam S.E.B.,Nagaland,36.68
1985,Bihar S.E.B.,Nepal,47.35
1985,Uttar Pradesh S.E.B,Nepal,26.22
1985,Andhra Pradesh S.E.B.,Orissa S.E.B,275.4
1985,Bihar S.E.B.,Orissa S.E.B,15.69
1985,Damodar Valley Corp.,Orissa S.E.B,15.24
1985,Madhya Pradesh S.E.B,Orissa S.E.B,305.15
1985,Andhra Pradesh S.E.B.,Pondicherry,4.59
1985,Kerala S.E.B.,Pondicherry,10.98
1985,Tamil Nadu S.E.B,Pondicherry,187
1985,Himachal Pradesh S.E.B.,Punjab S.E.B,128.89
1985,Haryana S.E.B,Rajasthan S.E.B,1.61
1985,Punjab S.E.B,Rajasthan S.E.B,145.24
1985,Karnataka S.E.B.,Tamil Nadu S.E.B,0.26
1985,Kerala S.E.B.,Tamil Nadu S.E.B,147.6
1985,Assam S.E.B.,Tripura,27.24
1985,Bihar S.E.B.,Uttar Pradesh S.E.B,111.08
1985,Damodar Valley Corp.,Uttar Pradesh S.E.B,10.33
1985,Himachal Pradesh S.E.B.,Uttar Pradesh S.E.B,91.89
1985,Madhya Pradesh S.E.B,Uttar Pradesh S.E.B,0.42
1985,Assam S.E.B.,West Bengal S.E.B,43.36
1985,Bihar S.E.B.,West Bengal S.E.B,0.29
1985,Damodar Valley Corp.,West Bengal S.E.B,429.82
1985,Sikkim,West Bengal S.E.B,2.76
1986,Arunachal Pradesh,Assam S.E.B.,0.52
1986,Tamil Nadu S.E.B,Andhra Pradesh S.E.B.,0.64
1986,Madhya Pradesh S.E.B,Andhra Pradesh S.E.B.,240.46
1986,Assam S.E.B.,Arunachal Pradesh,8.58
1986,Meghalaya S.E.B,Assam S.E.B.,145.19
1986,Nagaland,Assam S.E.B.,17.96
1986,Tripura,Assam S.E.B.,1.83
1986,West Bengal S.E.B,Bhutan,28.11
1986,Damodar Valley Corp.,Bihar S. E. B.,1941.54
1986,Nepal & Gandak Project & Bhutan,Bihar S. E. B.,45.72
1986,Orissa S.E.B,Bihar S. E. B.,25.98
1986,Uttar Pradesh S.E.B,Bihar S. E. B.,154.38
1986,West Bengal S.E.B,Bihar S. E. B.,47.33
1986,Haryana S.E.B,Chandigarh,18.88
1986,Himachal Pradesh S.E.B.,Chandigarh,24.46
1986,Punjab S.E.B,Chandigarh,141.07
1986,Haryana S.E.B,Delhi Electricity Supply Undertaking,117.47
1986,Himachal Pradesh S.E.B.,Delhi Electricity Supply Undertaking,7.61
1986,J&K S.E.B.,Delhi Electricity Supply Undertaking,48.51
1986,Punjab S.E.B,Delhi Electricity Supply Undertaking,67.64
1986,Bihar S.E.B.,Damodar Valley Corp.,150.14
1986,F.C.I (BIHAR),Damodar Valley Corp.,25.31
1986,Orissa S.E.B,Damodar Valley Corp.,27.61
1986,Gujarat S.E.B,Dadra & Nagar Haveli,33.89
1986,West Bengal S.E.B,Damodar Valley Corp.,12.12
1986,Damodar Valley Corp.,DISHERGARH E.S.CO/SEEB.CO/CECS,731.51
1986,Damodar Valley Corp.,Durgapur Project Limited,7.71
1986,Gujarat S.E.B,"Goa, Daman & Diu",24.43
1986,Karnataka S.E.B.,"Goa, Daman & Diu",110
1986,Maharashtra  S.E.B,"Goa, Daman & Diu",136.95
1986,Maharashtra  S.E.B,Gujarat S.E.B,692.31
1986,Punjab S.E.B,Haryana S.E.B.,6.03
1986,Punjab S.E.B,Himachal Pradesh S.E.B,115.57
1986,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,16.02
1986,Rajasthan S.E.B,J&K S.E.B,15.18
1986,Andhra Pradesh S.E.B.,Karnataka S.E.B.,68.18
1986,Kerala S.E.B.,Karnataka S.E.B.,19.16
1986,Maharashtra  S.E.B,Karnataka S.E.B.,1372.99
1986,Tamil Nadu S.E.B,Karnataka S.E.B.,46.32
1986,Karnataka S.E.B.,Kerala S.E.B.,24.81
1986,Tamil Nadu S.E.B,Kerala S.E.B.,47.61
1986,Andhra Pradesh S.E.B.,Madhya Pradesh S.E.B,41.35
1986,Maharashtra  S.E.B,Madhya Pradesh S.E.B,6.38
1986,Rajasthan S.E.B,Madhya Pradesh S.E.B,138.49
1986,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,43.81
1986,Karnataka S.E.B.,Maharashtra  S.E.B,34
1986,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.36
1986,Assam S.E.B.,Mizoram,16.87
1986,Assam S.E.B.,Nagaland,28.62
1986,Bihar S.E.B.,Nepal,11.19
1986,Uttar Pradesh S.E.B,Nepal,28.23
1986,Andhra Pradesh S.E.B.,Orissa S.E.B,180.9
1986,Bhutan,Orissa S.E.B,43.31
1986,Bihar S.E.B.,Orissa S.E.B,139.03
1986,Damodar Valley Corp.,Orissa S.E.B,85.05
1986,Madhya Pradesh S.E.B,Orissa S.E.B,372.69
